Categories;18 a 29 anos; 30 a 44 anos; 45 a 59 anos; 60 a 74 anos; 75 anos ou mais;
18 a 29 anos;5,9
30 a 44 anos;;9,9
45 a 59 anos;;;13,0
60 a 74 anos;;;;12,4
75 anos ou mais;;;;;10,2
